,游戏名称,代币名称,区块链,代币地址,游戏类型,运行平台,代币价格,24小时涨跌,代币总价值,游戏市值,设立奖学金的公会,公会合作游戏数量,爬取时间
588,Heroes Chained,HEC,avalanche,0xc7f4debc8072e23fe9259a5c0398326d8efb7f5c,"Card Game, RPG","android,ios,windows",$0.04 ,-7.27%,"$118,275 ",-,Good Games Guild,77,2022/11/12
588,Heroes Chained,HEC,avalanche,0xc7f4debc8072e23fe9259a5c0398326d8efb7f5c,"Card Game, RPG","android,ios,windows",$0.04 ,-7.27%,"$118,275 ",-,Avocado DAO,33,2022/11/12
589,Era7: Game Of Truth,ERA,bsc,0x6f9f0c4ad9af7ebd61ac5a1d4e0f2227f7b0e5f9,"Breeding, Card Game, PVP","android,ios,windows,browser,mac",$0.08 ,-,-,-,Good Games Guild,77,2022/11/12
590,IslandSwap,ISL,okexchain,0x1e9fd164c40ddd18739c2769182b7eb997ab8f19,"MMORPG, Tower Defense, Base Building",browser,$0.00 ,-,"$310,345 ",-,,,2022/11/12
591,YU-GI-KING,YUGI,bsc,0x90a2902d9f02d68b56d4e5a4d280f97a555a6241,"Card Game, Collectible, PVP",browser,$0 ,-,$27 ,-,,,2022/11/12
592,Kryxivia,KXA,bsc,0x2223bf1d7c19ef7c06dab88938ec7b85952ccd89,MMORPG,browser,$0.01 ,9.13%,"$24,977 ",-,IndiGG,28,2022/11/12
593,MetaSpets,MSP,bsc,0x5270556791ae9f924a892a46ddd0b0b449281365,"RPG, Turn-based Strategy, Idle Game",browser,$0.00 ,5.63%,$9 ,-,,,2022/11/12
594,Towersmash,ORB,wax,NoAddress,"Card Game, Arcade, PVP","windows,browser,mac,linux",$0.07 ,-42.80%,-,-,,,2022/11/12
595,Orakler,ORKL,bsc,0x36bc1f4d4af21df024398150ad39627fb2c8a847,"Mining, DeFi","windows,browser,mac,linux",$0.02 ,12.78%,"$11,447 ",-,,,2022/11/12
596,Pirates World,RGOLD,bsc,0x0496ccd13c9848f9c7d1507d1dd86a360b51b596,"Strategy, PVP",browser,$0.03 ,6.18%,$170 ,-,,,2022/11/12
597,Uninterest Unicorns,UCD,ethereum,0xb1db366890eeb8f28c2813c6a6084353e0b90713,Tower Defense,"android,ios",$0.03 ,-,-,-,,,2022/11/12
598,Ludena Protocol,LDN,ethereum,NoAddress,Metaverse,android,$0.06 ,1.40%,"$212,626 ",-,,,2022/11/12
599,Bloktopia,BLOK,polygon,0x229b1b6c23ff8953d663c4cbb519717e323a0a84,"Base Building, VR",browser,$0.00 ,-1.25%,"$1,547,865 ",-,,,2022/11/12
600,Rise Hero,RISE,bsc,0xa3d80275e300237a62d3431c26d52f185584cc1b,"Adventure, Action, MMORPG",browser,$0.00 ,-,$69 ,-,,,2022/11/12
601,Duckie Land,MMETA,bsc,0x7a9c8d33963aecca9a821802adfaf5bd9392351f,"Collectible, MMO","android,ios,pc",$0.04 ,3.77%,"$153,860 ",-,Play It Forward DAO,25,2022/11/12
602,Animalia,ANIM,bsc,0xf99f6e2a220877679552f81a6a5abf83881cd8fb,"Card Game, Collectible","browser,mobile",-,-,-,-,,,2022/11/12
603,Tap Fantasy,TAP,"solana,bsc",0x35bedbf9291b22218a0da863170dcc9329ef2563,MMORPG,browser,$0.00 ,0.52%,"$350,969 ",-,Good Games Guild,77,2022/11/12
603,Tap Fantasy,TAP,"solana,bsc",0x35bedbf9291b22218a0da863170dcc9329ef2563,MMORPG,browser,$0.00 ,0.52%,"$350,969 ",-,YGG Sea,40,2022/11/12
604,MetaKeeper,MKP,bsc,0x9bfad67b5477e2daf1c15ef4b43b34f2d007b968,"Adventure, Collectible",browser,$0.00 ,6.43%,$40 ,-,,,2022/11/12
605,Hat Swap City,HTC,bsc,NoAddress,"Metaverse, PVP, MMORPG",browser,$0.00 ,-,$43 ,-,,,2022/11/12
606,Plebe Gaming,PLEB,bsc,NoAddress,"Metaverse, RPG",browser,$0.00 ,-,$65 ,-,,,2022/11/12
607,IslandSwap,ISL,okexchain,0x1e9fd164c40ddd18739c2769182b7eb997ab8f19,"MMORPG, Tower Defense, Base Building",browser,$0.00 ,-,"$310,345 ",-,,,2022/11/12
608,YU-GI-KING,YUGI,bsc,0x90a2902d9f02d68b56d4e5a4d280f97a555a6241,"Card Game, Collectible, PVP",browser,$0 ,-,$27 ,-,,,2022/11/12
609,Kryxivia,KXA,bsc,0x2223bf1d7c19ef7c06dab88938ec7b85952ccd89,MMORPG,browser,$0.01 ,9.13%,"$24,977 ",-,IndiGG,28,2022/11/12
610,MetaSpets,MSP,bsc,0x5270556791ae9f924a892a46ddd0b0b449281365,"RPG, Turn-based Strategy, Idle Game",browser,$0.00 ,5.63%,$9 ,-,,,2022/11/12
611,Towersmash,ORB,wax,NoAddress,"Card Game, Arcade, PVP","windows,browser,mac,linux",$0.07 ,-42.80%,-,-,,,2022/11/12
612,Orakler,ORKL,bsc,0x36bc1f4d4af21df024398150ad39627fb2c8a847,"Mining, DeFi","windows,browser,mac,linux",$0.02 ,12.78%,"$11,447 ",-,,,2022/11/12
613,Pirates World,RGOLD,bsc,0x0496ccd13c9848f9c7d1507d1dd86a360b51b596,"Strategy, PVP",browser,$0.03 ,6.18%,$170 ,-,,,2022/11/12
614,Uninterest Unicorns,UCD,ethereum,0xb1db366890eeb8f28c2813c6a6084353e0b90713,Tower Defense,"android,ios",$0.03 ,-,-,-,,,2022/11/12
615,Era7: Game Of Truth,ERA,bsc,0x6f9f0c4ad9af7ebd61ac5a1d4e0f2227f7b0e5f9,"Breeding, Card Game, PVP","android,ios,windows,browser,mac",$0.08 ,-,-,-,Good Games Guild,77,2022/11/12
616,MetaCelo,CMETA,cardano,6acb7c816f839148e2140427b181662380e3074616cbcfb0e644df9a,"RPG, Adventure, Metaverse",browser,-,-,-,-,,,2022/11/12
617,CrazyMiner,PWR,bsc,0xd52efe1039d706722b3d696e74ad4095dc3d3860,"Simulation, Mining",browser,$0.00 ,0.44%,$21 ,-,,,2022/11/12
618,Land Of Conquest SLG,SLG,bsc,NoAddress,"Battle Royale, PVP","android,ios",$0.02 ,29.03%,"$377,311 ",-,,,2022/11/12
619,Rise Hero,RISE,bsc,0xa3d80275e300237a62d3431c26d52f185584cc1b,"Adventure, Action, MMORPG",browser,$0.00 ,-,$69 ,-,,,2022/11/12
620,Bloktopia,BLOK,polygon,0x229b1b6c23ff8953d663c4cbb519717e323a0a84,"Base Building, VR",browser,$0.00 ,-1.25%,"$1,547,865 ",-,,,2022/11/12
621,Ludena Protocol,LDN,ethereum,NoAddress,Metaverse,android,$0.06 ,1.40%,"$212,626 ",-,,,2022/11/12
622,NFT11,NFT11,bsc,0x73f67ae7f934ff15beabf55a28c2da1eeb9b56ec,"Simulation, Sports",browser,$0.17 ,-0.56%,$17 ,-,,,2022/11/12
623,Yaki Gold,YAG,bsc,NoAddress,"Fighting, Battle Royale","ios,android",$0 ,3.32%,$222 ,-,,,2022/11/12
624,MekaMiners,MEKA,bsc,0x6c80d611d2adb0c392485f70652d43390e8db215,"Idle Game, Strategy",browser,$0.00 ,-,"$13,272 ",-,,,2022/11/12
625,PlaceWar,PLACE,bsc,0x07728696ee70a28c9c032926577af1d524df30f9,"Action, Base Building, Collectible",browser,$0.00 ,-1.11%,"$16,016 ",-,MetaGaming Guild,41,2022/11/12
626,FishCrypto,FICO,bsc,0x29cabf2a1e5de6f0ebc39ca6fe83c687fe90fb6c,"Simulation, Collectible",browser,$0.00 ,5.77%,$171 ,-,,,2022/11/12
627,Crypto Soccer,CSC,bsc,NoAddress,Football Game,"windows,ios,android",$0.00 ,-,$2 ,-,,,2022/11/12
628,Moon Nation Game,MNG,bsc,0x6f78cffb3cd5172bc4cd9a4a5592180e22fca068,"RPG, Strategy, Space Game","windows,browser",$0.00 ,-,$4 ,-,,,2022/11/12
629,Gods And Legends,GNLR,bsc,0x2e2b887c76cc1b5c5ef27c6361101bfd57e0bb98,"Strategy, Tower Defense, PVP",browser,$0.00 ,-0.20%,$28 ,-,,,2022/11/12
630,FarmPoly,POLY,bsc,NoAddress,"Metaverse, PVP","ios,android,browser",$0.00 ,-,-,-,,,2022/11/12
631,Green Meta,GMETA,bsc,NoAddress,PVP,"browser,mobile",$0 ,-0.36%,$114 ,-,,,2022/11/12
632,Cosmic Universe,MAGIC,harmony,0x24356e6354ae590a486f64cbde24c00608c532db,"MMORPG, Base Building, Fantasy","windows,browser,mac",$0.01 ,4.68%,"$7,453 ",-,,,2022/11/12
633,Pancake Games,GCAKE,ethereum,NoAddress,Arcade,browser,$0 ,7.58%,"$127,594 ",-,,,2022/11/12
634,SquishiVerse,SLIME,ethereum,NoAddress,"Adventure, MMO, RPG",browser,$0.00 ,-0.87%,$7 ,-,,,2022/11/12
635,Zagent,ZEG,bsc,0x44fc1739a34628c06aee84906359a35f648b5e7f,"Fighting, Auto Battler, Minigame",browser,$0.00 ,-,$27 ,-,,,2022/11/12
636,Step Hero Soul,STEP,bsc,NoAddress,"Metaverse, DeFi, Fantasy","mobile,pc",$0.00 ,4.65%,$34 ,-,,,2022/11/12
637,Gaming Stars,GAMES,bsc,NoAddress,Sports,"pc,mobile",$2.18 ,0.48%,"$459,158 ",-,,,2022/11/12
638,Small Fish Cookie,SFC,bsc,NoAddress,Metaverse,"android,windows",$0.01 ,-0.49%,$833 ,-,,,2022/11/12
639,Step,STEP,bsc,0x465707181acba42ed01268a33f0507e320a154bd,Move To Earn,"android,ios",$0.00 ,-21.12%,"$119,223 ",-,,,2022/11/12
640,Baby Pokemoon,BPM,bsc,NoAddress,Card Game,browser,$0.00 ,-0.03%,$4 ,-,,,2022/11/12
641,DeFi Land Gold,GOLDY,solana,NoAddress,"DeFi, PVP, Adventure","pc,mobile",$0.00 ,0.22%,$718 ,-,,,2022/11/12
642,Zomfi,ZOMFI,bsc,0xb1a05d0ee3c8d936f70b77318a348c0de2f8a396,"Action, DeFi, Shooter","android,ios,windows,mac",$0.00 ,2.79%,$277 ,-,,,2022/11/12
643,Hoppers Game,FLY,avalanche,NoAddress,"Adventure, Minigame",browser,$0.00 ,4.22%,$104 ,-,,,2022/11/12
644,Billionaire Plus,BPLUS,bsc,0x542312eca286c95a42495f9b7c89d3d2453e2b6a,"VR, MMO","android,ios,windows",$0.00 ,1.96%,"$2,209 ",-,,,2022/11/12
645,TopFlower,TPF,bsc,0x6f399a8694ee64a4486146f7e1bc236bdb24ec70,"Breeding, Simulation",browser,$0.00 ,-,$158 ,-,,,2022/11/12
646,CryptoHorse,CHORSE,bsc,0xfa95e589ebebc6423b3945189d3fe6f1aeb3f058,Racing,"windows,browser",$0.00 ,-,$531 ,-,,,2022/11/12
647,Doom Hero,DHG,bsc,0xbba24300490443bb0e344bf6ec11bac3aa91df72,"RPG, Strategy, DeFi","android,ios",$0 ,-0.23%,$83 ,-,,,2022/11/12
648,Highstreet,HIGH,ethereum,0x5f4bde007dc06b867f86ebfe4802e34a1ffeed63,"MMORPG, Metaverse","android,ios,browser",$1.07 ,4.73%,"$7,010,191 ",-,,,2022/11/12
649,Business Age Of Empires,BAOE,bsc,0x5d449e51ac8a7509dd71d22dcac8e32d9f9c5bfc,"Adventure, Action, PVP",browser,$0.00 ,-,"$5,786 ",-,,,2022/11/12
650,Monster Valley,MONSTER,bsc,NoAddress,"Battle Royale, Fighting",browser,$0 ,8.36%,$24 ,-,,,2022/11/12
651,Green Beli,GRBE,bsc,0x5ca4e7294b14ea5745ee2a688990e0cb68503219,"Breeding, Auto Battler, PVP",browser,$0.00 ,-1.79%,"$9,312 ",-,,,2022/11/12
652,Lucky Farm,LFC,ethereum,0xe0c8087ce1a17bdd5d6c12eb52f8d7eff7791987,"Simulation, Adventure",browser,$0 ,-0.12%,-,-,,,2022/11/12
653,Binamars,BMARS,bsc,0x46880afc2e6fa41bbbe9787c082f7c23f795465e,"RPG, Idle Game, DeFi","android,ios,browser",$0.00 ,-,-,-,,,2022/11/12
654,Age Of Tanks,A.O.T,bsc,0x9589014f7a8547b89a6331eeee32b7fbd5852af9,"Turn-based Strategy, Strategy",browser,$0.00 ,2.23%,$455 ,-,MetaGaming Guild,41,2022/11/12
654,Age Of Tanks,A.O.T,bsc,0x9589014f7a8547b89a6331eeee32b7fbd5852af9,"Turn-based Strategy, Strategy",browser,$0.00 ,2.23%,$455 ,-,Good Games Guild,77,2022/11/12
654,Age Of Tanks,A.O.T,bsc,0x9589014f7a8547b89a6331eeee32b7fbd5852af9,"Turn-based Strategy, Strategy",browser,$0.00 ,2.23%,$455 ,-,PathDAO,39,2022/11/12
655,Xpansion,XPS,bsc,0x4f745c0c7da552a348c384da1a5baeb28f2c607c,"Strategy, Space Game",browser,$0.00 ,-2.38%,$54 ,-,,,2022/11/12
656,Crypto Unicorns,UNIM,polygon,0x64060ab139feaae7f06ca4e63189d86adeb51691,"Racing, Collectible, PVP",browser,$0.00 ,17.23%,"$30,275 ",-,Yield Guild Games,41,2022/11/12
656,Crypto Unicorns,UNIM,polygon,0x64060ab139feaae7f06ca4e63189d86adeb51691,"Racing, Collectible, PVP",browser,$0.00 ,17.23%,"$30,275 ",-,PathDAO,39,2022/11/12
656,Crypto Unicorns,UNIM,polygon,0x64060ab139feaae7f06ca4e63189d86adeb51691,"Racing, Collectible, PVP",browser,$0.00 ,17.23%,"$30,275 ",-,IndiGG,28,2022/11/12
656,Crypto Unicorns,UNIM,polygon,0x64060ab139feaae7f06ca4e63189d86adeb51691,"Racing, Collectible, PVP",browser,$0.00 ,17.23%,"$30,275 ",-,YGG Sea,40,2022/11/12
656,Crypto Unicorns,UNIM,polygon,0x64060ab139feaae7f06ca4e63189d86adeb51691,"Racing, Collectible, PVP",browser,$0.00 ,17.23%,"$30,275 ",-,Loot Squad,7,2022/11/12
657,Tank Wars Zone,WBOND,fantom,0x59c6606ed2af925f270733e378d6af7829b5b3cf,"Action, Battle Royale, PVP",browser,$0.00 ,1.43%,$367 ,-,MetaGaming Guild,41,2022/11/12
657,Tank Wars Zone,WBOND,fantom,0x59c6606ed2af925f270733e378d6af7829b5b3cf,"Action, Battle Royale, PVP",browser,$0.00 ,1.43%,$367 ,-,Play It Forward DAO,25,2022/11/12
658,Spaceship War,SPW,bsc,0x1b23340f5221fbd2e14f36e5b3e5d833d4d215b5,"Fighting, Space Game","android,ios,browser",$0.00 ,3%,$2 ,-,,,2022/11/12
659,CryptoShips,CSHIP,bsc,0x6218079f1a5d50d3a8358093699b9943a662ef7c,"Racing, Sports",browser,$0.00 ,-,$114 ,-,,,2022/11/12
660,XDrake,XDR,bsc,0x2fcb955689616cb4b6dbfac7319f2a5c991d035a,"Breeding, Adventure","android,ios,browser",$0 ,-,-,-,,,2022/11/12
661,CryptoBattles,CBT,bsc,0xd9150910de9a4df5d734f4d9b5ebe82bcce9095a,Other,browser,$0.00 ,-,$1 ,-,,,2022/11/12
662,Hero Cat,HCT,bsc,0x29a1e54de0fce58e1018535d30af77a9d2d940c4,"Adventure, Action, Collectible","android,ios,windows,browser,mac,linux",$0 ,-0.19%,$85 ,-,,,2022/11/12
663,Riot Racers,RIOT,ethereum,0xf56408077487cb879c992909c5b5c66d68c02eb4,"Simulation, Racing, DeFi",browser,$0.00 ,6.83%,$21 ,-,,,2022/11/12
664,Exobots,EXOS,bsc,0x16b8dba442cc9faa40d0dd53f698087546ccf096,"Fighting, Adventure","android,ios,browser",$0.02 ,-0.30%,$1 ,-,,,2022/11/12
665,FisherVsPirate,FVP,bsc,0x8d972727b2c0f053a2ef88a0690cdbddbae8a06a,Other,"android,ios,browser",$0 ,-,$30 ,-,,,2022/11/12
666,Corgi Game,COR,bsc,0x3581a7b7be2ed2edf98710910fd05b0e8545f1db,Turn-based Strategy,"android,ios,browser",$0.01 ,0.38%,$103 ,-,,,2022/11/12
667,Pomerun,PMR,bsc,0x45af3e747feb3c7ab6c45cefa4398e60661dd1a4,Casual,"android,ios,mobile",$0 ,5.37%,$67 ,-,,,2022/11/12
668,BattleVerse,BVC,bsc,0x9bee0c15676a65ef3c8cdb38cb3dd31c675bbd12,"Metaverse, DeFi","android,ios,windows,browser,mac,linux",$0.00 ,5.85%,"$6,870 ",-,,,2022/11/12
669,ShoeFy,SHOE,ethereum,0xc0f42b31d154234a0a3ebe7ec52c662101c1d9bc,Metaverse,browser,$0.00 ,6.52%,"$5,506 ",-,,,2022/11/12
670,Cardio,CRDC,ethereum,0xf81421fc15300c5a8cca9afe12f5cbad502fa756,Move To Earn,"android,ios,browser",$0.00 ,0.57%,"$41,993 ",-,,,2022/11/12
671,Samurai Doge,HON,avalanche,0xed2b42d3c9c6e97e11755bb37df29b6375ede3eb,Collectible,browser,$0.01 ,5.10%,"$18,242 ",-,,,2022/11/12
672,Dragon Verse,DRV,bsc,0xcd9442d70eb0e6ecf26919e62278fc4fd24c3ed2,"RPG, DeFi, PVP","android,ios,browser",$0 ,5.66%,$21 ,-,,,2022/11/12
673,Mines Of Dalarnia,DAR,bsc,0x23ce9e926048273ef83be0a3a8ba9cb6d45cd978,"Adventure, Action, Mining",browser,$0.15 ,5.93%,"$22,443,471 ",-,Salad Ventures,10,2022/11/12
674,Light Year,LC,bsc,0xc2be72d5e58fd9f001b91c28d596c2a7e3fb018b,"Strategy, Space Game",browser,$0.03 ,-,$74 ,-,,,2022/11/12
675,Age Of Gods,AOG,bsc,0x40c8225329bd3e28a043b029e0d07a5344d2c27c,"Card Game, Action",browser,$0.01 ,-4.69%,"$402,368 ",-,,,2022/11/12
676,Galaxy War,GWT,bsc,0x552594612f935441c01c6854edf111f343c1ca07,"Strategy, Space Game",browser,$0.00 ,0.45%,"$5,217 ",-,,,2022/11/12
677,Astro Verse,ASV,bsc,0x1cd9d494bfdd8bb4132e6d1f905952b654dd1dea,"Adventure, Space Game",browser,$0 ,-0.72%,$495 ,-,,,2022/11/12
678,Battle Of Guardians,BGS,bsc,0xf339e8c294046e6e7ef6ad4f6fa9e202b59b556b,"Sci-Fi, Action, PVP","android,ios,browser,pc",$0.00 ,1.14%,"$51,456 ",-,Good Games Guild,77,2022/11/12
679,HeroVerse,HER,bsc,0x6b9f6f911384886b2e622e406327085238f8a3c5,"RPG, Strategy, Puzzle","android,ios,windows",$0.00 ,-0.26%,$62 ,-,,,2022/11/12
680,Tales Of Chain,TALE,bsc,NoAddress,Card Game,"android,ios,browser",$0 ,-,$392 ,-,,,2022/11/12
681,SOUNI ,SON,bsc,0x413eca30181f7ed78de38da95f44fc53f664157a,MMORPG,"pc,mobile",$0 ,-,"$26,611 ",-,Good Games Guild,77,2022/11/12
681,SOUNI ,SON,bsc,0x413eca30181f7ed78de38da95f44fc53f664157a,MMORPG,"pc,mobile",$0 ,-,"$26,611 ",-,Earn Guild,68,2022/11/12
682,Meta Galaxy,MEGALAND,bsc,0x7cd8c22d3f4b66230f73d7ffcb48576233c3fe33,"Strategy, MMORPG",browser,$0 ,-0.67%,"$17,782 ",-,,,2022/11/12
683,Chimeras,CHIM,bsc,0x3544a07e9f771ef0f6c80c6e79715869ed291086,"Simulation, Adventure, PVP","android,ios,browser",$0.02 ,6.36%,$242 ,-,,,2022/11/12
684,CryptoTanks,TANK,bsc,0x4444a19c8bb86e9bdbc023709a363bbce91af33e,"Adventure, Action","android,windows,browser,mac",$0.01 ,-0.33%,"$33,812 ",-,Earn Guild,68,2022/11/12
685,Dogeon,DON,avalanche,0x1db749847c4abb991d8b6032102383e6bfd9b1c7,"Breeding, Racing",browser,$0.00 ,4.47%,$18 ,-,,,2022/11/12
686,Dot Arcade,ADT,bsc,0xc008debbb1f33d9453ffd2104feb1fe7e9663524,"Arcade, MOBA","android,ios,browser,pc",$0.01 ,-1.74%,$271 ,-,,,2022/11/12
687,Domi Online,DOMI,bsc,0xbbca42c60b5290f2c48871a596492f93ff0ddc82,MMORPG,"browser,mobile",$0.01 ,0.99%,"$31,577 ",-,Blockchain Space,36,2022/11/12
688,Starchi,ELIXIR,polygon,0x9663677b81c2d427e81c01ef7315ea96546f5bb1,"Breeding, Simulation, Adventure",browser,$0.00 ,0.33%,$62 ,-,,,2022/11/12
689,Metaxy,MXY,bsc,0x965d3704de812f5e1e7eef1ac22fe92174258bd9,Fighting,"android,ios,browser,pc",$0.00 ,8.83%,$223 ,-,,,2022/11/12
690,Himo World,HIMO,bsc,0x469acf8e1f29c1b5db99394582464fad45a1fc6f,"Strategy, DeFi, Minigame","android,ios",$0.00 ,0.20%,$32 ,-,,,2022/11/12
691,Gallant,GAL,bsc,NoAddress,MMORPG,"pc,ios",$0 ,-,$27 ,-,,,2022/11/12
692,Chain Colosseum,COLOS,bsc,0x0318c252e0a310b94d1ab5b70d81e56bbd24f479,"Fighting, Action","browser,mobile",$0.00 ,-,-,-,,,2022/11/12
693,ShibaGalaxy,SHIBGX,bsc,0x7420d2bc1f8efb491d67ee860df1d35fe49ffb8c,"Breeding, Action",browser,$0 ,-,$1 ,-,,,2022/11/12
694,Magic Elpis Gem,MEG,bsc,NoAddress,"Battle Royale, PVP, Adventure",browser,$0.00 ,1%,$39 ,-,,,2022/11/12
695,Hyper Run,HYPERR,bsc,0x8b76cd7938e036adf4fd6ad80c98b7934c35091b,Move To Earn,"android,ios",$0.00 ,-,$78 ,-,,,2022/11/12
696,LoserChick,EGG,polygon,0x245e5ddb65efea6522fa913229df1f4957fb2e21,"Idle Game, Arcade, DeFi",browser,$0.02 ,0.71%,$35 ,-,,,2022/11/12
697,CryptoGuards,CGAR,bsc,0x432c7cf1de2b97a013f1130f199ed9d1363215ba,"Action, PVP",browser,$0 ,-,$27 ,-,,,2022/11/12
698,Crypto Sword,SWD,bsc,0xb9b280f4277b49d59ac15283b6ae00a90aac5415,"Fighting, Action, Collectible",browser,$0.00 ,-,$3 ,-,,,2022/11/12
699,Coinracer,CRACE,bsc,NoAddress,"Racing, PVP",browser,$0.00 ,6.70%,$1 ,-,,,2022/11/12
700,Magic Beasties,BSTS,bsc,0xc77dd3ade7b717583e0924466e4e474a5673332c,"RPG, Adventure",browser,$0 ,4.86%,$276 ,-,,,2022/11/12
701,Galaxy Adventure,GLA,bsc,NoAddress,"PVP, RPG, Sci-Fi",browser,$0 ,5.99%,$28 ,-,,,2022/11/12
702,Fistiana,FCT,bsc,NoAddress,"Battle Royale, Combat, PVP",browser,$0.02 ,-,"$7,837 ",-,,,2022/11/12
703,Vulcano,VULC,bsc,0x3810a078aa274ea6d06a480588eff8fe517220a4,"Sci-Fi, Auto Battler","browser,pc,mobile",$0.00 ,3.50%,$113 ,-,,,2022/11/12
704,Naga Kingdom,NAGA,solana,NoAddress,Survival,browser,$0.06 ,-,$68 ,-,,,2022/11/12
705,Runner Land,RLT,bsc,NoAddress,"Adventure, PVP",browser,$0.00 ,3.44%,$54 ,-,,,2022/11/12
706,StonkLeague,AEGIS,ethereum,NoAddress,Fantasy,ios,$0.01 ,-7.97%,"$138,535 ",-,,,2022/11/12
707,BaconDAO,BACON,ethereum,0x0615dbba33fe61a31c7ed131bda6655ed76748b1,Other,"browser,pc",$0.00 ,-2.97%,"$11,208 ",-,,,2022/11/12
708,MetaSnooker,MSR,bsc,NoAddress,"PVP, Metaverse, VR","ios,android",$0 ,-,$464 ,-,,,2022/11/12
709,Lumos Metaverse,LUMOSX,bsc,NoAddress,"Strategy, Virtual-World",browser,$0.00 ,-,$1 ,-,,,2022/11/12
710,CheersLand,CHEERS,bsc,0xbbbcb350c64fe974e5c42a55c7070644191823f3,"Battle Royale, Metaverse",pc,$0.00 ,-3.91%,$959 ,-,,,2022/11/12
711,Cryptohub,CHG,bsc,NoAddress,"Survival, Arcade, Strategy","ios,android",$0.00 ,-,-,-,,,2022/11/12
712,Metaverse Box Game,MTVG,bsc,NoAddress,Fighting,browser,$0 ,-,"$5,877 ",-,,,2022/11/12
713,MUD Guild Game,MGG,ethereum,NoAddress,Metaverse,browser,$0.09 ,-,$157 ,-,,,2022/11/12
714,Medamon,MON,bsc,NoAddress,"Strategy, PVP, Adventure","ios,android",$0.10 ,-3.55%,"$147,040 ",-,,,2022/11/12
715,Cricket Star Manager,CSM,solana,NoAddress,Sports,"browser,pc,mobile",$0.02 ,-1.51%,"$14,360 ",-,,,2022/11/12
716,Joystick Games,JOY,ethereum,NoAddress,"Metaverse, PVP, Other",browser,$0.58 ,10.40%,"$24,837 ",-,,,2022/11/12
717,BunnyVerse,BNV,ethereum,NoAddress,"Metaverse, RPG",browser,$0 ,-,$58 ,-,,,2022/11/12
718,Superpower Squad,SQUAD,bsc,NoAddress,"MOBA, RPG, PVP","ios,android",-,-,-,-,,,2022/11/12
719,Wing Of Misadventure,,bsc,NoAddress,MMORPG,pc,-,-,-,-,,,2022/11/12
720,Politic Wars,,bsc,NoAddress,"Combat, PVP","browser,ios,android",-,-,-,-,,,2022/11/12
721,CLUB,CLUBCOIN,other,NoAddress,"Sports, Fantasy","ios,android",-,-,-,-,Merit Circle,34,2022/11/12
722,SEED,,other,NoAddress,"Simulation, MMO",browser,-,-,-,-,,,2022/11/12
723,ShinobiVerse,SHINO,bsc,NoAddress,"RPG, Metaverse","ios,android",-,-,-,-,,,2022/11/12
724,GoldenKnights: Metaverse,GOLA,ethereum,NoAddress,"RPG, Action, Collectible",android,-,-,-,-,,,2022/11/12
725,H-Hedz Sharksquad,,ethereum,NoAddress,"Action, Adventure, Collectible",browser,-,-,-,-,,,2022/11/12
726,Eternity,GLORY,avalanche,NoAddress,"Adventure, RPG, Collectible, Fantasy","browser,pc",-,-,-,-,,,2022/11/12
727,MOTS Game,MOTS,solana,NoAddress,Strategy,browser,-,-,-,-,,,2022/11/12
728,JunGo,JUNGO,bsc,NoAddress,"Shooter, PVP","android,windows",-,-,-,-,,,2022/11/12
729,MOVN,MOV,polygon,NoAddress,Move To Earn,"android,ios",-,-,-,-,,,2022/11/12
730,SportE,SPE,bsc,NoAddress,Move To Earn,"android,ios",-,-,-,-,,,2022/11/12
731,Paradise Tycoon,MOANI,avalanche,NoAddress,"Metaverse, MMO","android,ios,browser,pc",-,-,-,-,,,2022/11/12
732,PirateVerse,PVG,other,NoAddress,"RPG, Metaverse, PVP","android,ios,browser",-,-,-,-,,,2022/11/12
733,Noft Games,NOFT,bsc,NoAddress,"Space Game, Battle Royale",browser,-,-,-,-,,,2022/11/12
734,Air Ballerz,BALLER,,NoAddress,Virtual-World,"browser,pc,mobile",-,-,-,-,UniX Gaming,36,2022/11/12
735,MetaOasis,MTOS,"ethereum,avalanche",NoAddress,"Metaverse, MMO, Strategy","browser,pc,ios,android",-,-,-,-,MetaGaming Guild,41,2022/11/12
735,MetaOasis,MTOS,"ethereum,avalanche",NoAddress,"Metaverse, MMO, Strategy","browser,pc,ios,android",-,-,-,-,UniX Gaming,36,2022/11/12
736,BitCraft,,other,NoAddress,"MMORPG, MMO",pc,-,-,-,-,,,2022/11/12
737,AngryBNB,ANGRYBNB,bsc,0xd105b62065BD46c26c4140C5A200C4aF66a4eF90,"Fighting, Strategy, Action",browser,-,-,-,-,,,2022/11/12
738,Earth From Another Sun (EFAS),,solana,NoAddress,Shooter,pc,-,-,-,-,,,2022/11/12
739,Warrior Viking NFT,,bsc,NoAddress,Adventure,windows,-,-,-,-,,,2022/11/12
740,Crown Chaser,,polygon,NoAddress,"Adventure, Tower Defense, Collectible","pc,mobile",-,-,-,-,,,2022/11/12
741,Carnage Carnival,,bsc,NoAddress,"Action, MOBA, Brawler","android,ios,pc,mobile",-,-,-,-,,,2022/11/12
742,Battle For Giostone,,avalanche,0x0e748730f71a123116f91c2b2759504d8d5f9dd0,MOBA,"android,ios,windows",-,-,-,-,,,2022/11/12
743,Shiryo,SHIRYO,bsc,NoAddress,"Card Game, Turn-based Strategy",browser,-,-,-,-,,,2022/11/12
744,Reventon,REV,bsc,NoAddress,"Racing, Action, Metaverse",browser,-,-,-,-,,,2022/11/12
