,游戏名称,代币名称,区块链,代币地址,游戏类型,运行平台,代币价格,24小时涨跌,代币总价值,游戏市值,设立奖学金的公会,公会合作游戏数量,爬取时间
65,SIDUS,SIDUS,ethereum,0x549020a9cb845220d66d3e9c6d9f9ef61c981102,MMORPG,browser,$0.00 ,3.60%,"$615,772 ","$4,953,828 ",Good Games Guild,77,2022/11/12
65,SIDUS,SIDUS,ethereum,0x549020a9cb845220d66d3e9c6d9f9ef61c981102,MMORPG,browser,$0.00 ,3.60%,"$615,772 ","$4,953,828 ",Merit Circle,34,2022/11/12
65,SIDUS,SIDUS,ethereum,0x549020a9cb845220d66d3e9c6d9f9ef61c981102,MMORPG,browser,$0.00 ,3.60%,"$615,772 ","$4,953,828 ",UniX Gaming,36,2022/11/12
65,SIDUS,SIDUS,ethereum,0x549020a9cb845220d66d3e9c6d9f9ef61c981102,MMORPG,browser,$0.00 ,3.60%,"$615,772 ","$4,953,828 ",Perion,9,2022/11/12
66,GAMEE,GMEE,ethereum,0x84e9a6f9d240fdd33801f7135908bfa16866939a,Other,browser,$0.01 ,12.36%,"$194,075 ","$4,823,604 ",,,2022/11/12
67,Bondly,BONDLY,ethereum,0x5d0158a5c3ddf47d4ea4517d8db0d76aa2e87563,Metaverse,browser,$0.01 ,6.97%,"$184,278 ","$4,661,872 ",,,2022/11/12
68,VEmpire,VEMP,ethereum,0xedf3ce4dd6725650a8e9398e5c6398d061fa7955,"RPG, Metaverse, Metaverse",browser,$0.02 ,-1.87%,"$2,490,850 ","$4,643,305 ",,,2022/11/12
69,Atari Token,ATRI,ethereum,0xc0c6e4c6e70c6231b20979bda581a66f062a7967,Metaverse,browser,$0.00 ,25.38%,"$2,293 ","$4,635,102 ",,,2022/11/12
70,MetaSoccer,MSU,polygon,0xe8377a076adabb3f9838afb77bee96eac101ffb1,"Simulation, Collectible, Football Game",browser,$0.04 ,-2.31%,"$28,180 ","$4,225,362 ",Cosmic Guild,15,2022/11/12
70,MetaSoccer,MSU,polygon,0xe8377a076adabb3f9838afb77bee96eac101ffb1,"Simulation, Collectible, Football Game",browser,$0.04 ,-2.31%,"$28,180 ","$4,225,362 ",MetaGaming Guild,41,2022/11/12
70,MetaSoccer,MSU,polygon,0xe8377a076adabb3f9838afb77bee96eac101ffb1,"Simulation, Collectible, Football Game",browser,$0.04 ,-2.31%,"$28,180 ","$4,225,362 ",PathDAO,39,2022/11/12
70,MetaSoccer,MSU,polygon,0xe8377a076adabb3f9838afb77bee96eac101ffb1,"Simulation, Collectible, Football Game",browser,$0.04 ,-2.31%,"$28,180 ","$4,225,362 ",Bayz,31,2022/11/12
70,MetaSoccer,MSU,polygon,0xe8377a076adabb3f9838afb77bee96eac101ffb1,"Simulation, Collectible, Football Game",browser,$0.04 ,-2.31%,"$28,180 ","$4,225,362 ",Blackpool,17,2022/11/12
71,Nakamoto Games,NAKA,ethereum,0x2e10348ee563dec5fe483de558d1946b7a3372c2,Other,browser,$0.06 ,-2.43%,"$516,036 ","$4,183,756 ",,,2022/11/12
72,DOSE,DOSE,ethereum,0x7837fd820ba38f95c54d6dac4ca3751b81511357,Other,"android,browser",$0.01 ,13.45%,"$949,945 ","$4,090,495 ",,,2022/11/12
73,Realm,REALM,ethereum,0x464fdb8affc9bac185a7393fd4298137866dcfb8,"Metaverse, VR, Minigame","android,ios,windows,browser",$0.01 ,-8.46%,"$383,678 ","$3,969,671 ",,,2022/11/12
74,BattleBonk,DOBO,bsc,0xae2df9f730c54400934c06a17462c41c08a06ed8,,browser,$0 ,7.73%,"$16,447 ","$3,874,451 ",,,2022/11/12
75,NFT Worlds,WRLD,ethereum,0xd5d86fc8d5c0ea1ac1ac5dfab6e529c9967a45e9,Metaverse,browser,$0.01 ,1.51%,"$44,921 ","$3,549,753 ",,,2022/11/12
76,Defi Land,DFL,solana,DFL1zNkaGPWm1BqAVqRjCZvHmwTFrEaJtbzJWgseoNJh,"Simulation, Metaverse",browser,$0.00 ,0.53%,"$99,195 ","$3,392,436 ",,,2022/11/12
77,Crazy Defense Heroes,TOWER,ethereum,0xe7c9c6bc87b86f9e5b57072f907ee6460b593924,"Card Game, Strategy, Tower Defense","android,ios,browser",$0.00 ,16.29%,"$190,392 ","$3,385,676 ",Yield Guild Games,41,2022/11/12
78,Block Duelers,BDT,ethereum,0x4efe8665e564bf454ccf5c90ee16817f7485d5cf,"Card Game, Turn-based Strategy, PVP",browser,$2.84 ,-8.09%,"$18,044 ","$3,289,896 ",,,2022/11/12
79,My DeFi Pet,DPET,bsc,0xfb62ae373aca027177d1c18ee0862817f9080d08,"Breeding, Turn-based Strategy",browser,$0.06 ,8.20%,"$418,464 ","$3,218,629 ",,,2022/11/12
80,Celestial,CELT,okexchain,0xf6e06b54855eff198a2d9a8686113665499a6134,"Space Game, MMORPG, DeFi",browser,$0.00 ,5.16%,"$182,394 ","$2,898,569 ",,,2022/11/12
81,Gamestarter,GAME,ethereum,0x66109633715d2110dda791e64a7b2afadb517abb,Other,"browser,pc",$0.04 ,-12.72%,"$91,100 ","$2,736,870 ",MetaGaming Guild,41,2022/11/12
82,Island Of Aura,MIST,ethereum,0x88acdd2a6425c3faae4bc9650fd7e27e0bebb7ab,Adventure,browser,$1.74 ,7.26%,"$142,070 ","$2,689,264 ",,,2022/11/12
83,Gold Fever,NGL,ethereum,0x0f5d8cd195a4539bcf2ec6118c6da50287c6d5f5,RPG,,$0.23 ,-7.83%,"$91,366 ","$2,415,707 ",MetaGaming Guild,41,2022/11/12
84,BreederDAO,BREED,ethereum,0x94e9eb8b5ab9fd6b9ea3169d55ffade62a01702e,Other,browser,$0.07 ,9.03%,"$96,891 ","$2,352,118 ",Cosmic Guild,15,2022/11/12
84,BreederDAO,BREED,ethereum,0x94e9eb8b5ab9fd6b9ea3169d55ffade62a01702e,Other,browser,$0.07 ,9.03%,"$96,891 ","$2,352,118 ",IndiGG,28,2022/11/12
84,BreederDAO,BREED,ethereum,0x94e9eb8b5ab9fd6b9ea3169d55ffade62a01702e,Other,browser,$0.07 ,9.03%,"$96,891 ","$2,352,118 ",Earn Guild,68,2022/11/12
85,Binamon,BMON,bsc,0x08ba0619b1e7a582e0bce5bbe9843322c954c340,"Action, Metaverse, VR","android,ios,browser",$0.01 ,-0.09%,"$1,163,428 ","$2,269,515 ",,,2022/11/12
86,ZooKeeper,ZOO,wanchain,0x1b88d7ad51626044ec62ef9803ea264da4442f32,"Racing, Collectible","android,ios,windows,browser",$0.01 ,0.70%,"$24,640 ","$2,198,786 ",,,2022/11/12
87,VCGamers,VCG,bsc,NoAddress,Metaverse,android,$0.02 ,6.04%,"$19,937 ","$2,133,041 ",,,2022/11/12
88,KleeRun,KLEE,ethereum,0xa67e9f021b9d208f7e3365b2a155e3c55b27de71,"Racing, Sports","android,browser",$0 ,8.38%,"$4,494 ","$2,087,256 ",,,2022/11/12
89,Polkacity,POLC,ethereum,0x6ae9701b9c423f40d54556c9a443409d79ce170a,Metaverse,browser,$0.03 ,3.54%,"$534,476 ","$2,015,452 ",,,2022/11/12
90,Blockchain Monster Hunt,BCMC,ethereum,0xc10358f062663448a3489fc258139944534592ac,"Fighting, Adventure, Metaverse",browser,$0.01 ,7.75%,"$42,827 ","$2,010,804 ",Play It Forward DAO,25,2022/11/12
91,Starship,STARSHIP,bsc,0x52419258e3fa44deac7e670eadd4c892b480a805,"RPG, Strategy, Space Game",browser,$0.10 ,9.07%,"$6,584 ","$1,940,728 ",,,2022/11/12
92,Decimated,DIO,solana,BiDB55p4G3n1fGhwKFpxsokBMqgctL4qnZpDH1bVQxMD,"MMORPG, Survival, Shooter",windows,$0.01 ,3.50%,"$120,563 ","$1,845,069 ",Good Games Guild,77,2022/11/12
93,Roco Finance,ROCO,avalanche,0xb2a85c5ecea99187a977ac34303b80acbddfa208,Other,browser,$0.10 ,7.23%,"$103,518 ","$1,799,748 ",,,2022/11/12
94,KomNPlay,KOM,polygon,0xc004e2318722ea2b15499d6375905d75ee5390b8,"Action, Arcade, Casual","browser,android",$0.00 ,5.78%,"$266,012 ","$1,777,878 ",,,2022/11/12
95,Dope Wars,PAPER,ethereum,0xc28ea768221f67b6a1fd33e6aa903d4e42f6b177,"Simulation, Collectible, Minigame",browser,$0.00 ,12.67%,"$8,320 ","$1,754,091 ",,,2022/11/12
96,SolChicks,CHICKS,solana,0xa91c7bc1e07996a188c1a5b1cfdff450389d8acf,Action,browser,$0.00 ,-2.10%,"$12,676 ","$1,677,497 ",Earn Guild,68,2022/11/12
96,SolChicks,CHICKS,solana,0xa91c7bc1e07996a188c1a5b1cfdff450389d8acf,Action,browser,$0.00 ,-2.10%,"$12,676 ","$1,677,497 ",Blockchain Space,36,2022/11/12
96,SolChicks,CHICKS,solana,0xa91c7bc1e07996a188c1a5b1cfdff450389d8acf,Action,browser,$0.00 ,-2.10%,"$12,676 ","$1,677,497 ",YGG Sea,40,2022/11/12
97,DEEPSPACE,DPS,bsc,NoAddress,"Turn-based Strategy, Metaverse, PVP, Virtual-World",browser,$0.03 ,4.48%,"$1,252 ","$1,676,899 ",,,2022/11/12
98,Froyo Games,FROYO,bsc,0xe369fec23380f9f14ffd07a1dc4b7c1a9fdd81c9,Other,"android,ios,pc",$0.01 ,4.98%,"$168,964 ","$1,556,501 ",Good Games Guild,77,2022/11/12
98,Froyo Games,FROYO,bsc,0xe369fec23380f9f14ffd07a1dc4b7c1a9fdd81c9,Other,"android,ios,pc",$0.01 ,4.98%,"$168,964 ","$1,556,501 ",Hooga Gaming,10,2022/11/12
99,DinoX,DNXC,ethereum,0x3c1748d647e6a56b37b66fcd2b5626d0461d3aa0,Adventure,"android,ios,windows",$0.01 ,1.22%,"$32,432 ","$1,537,142 ",MetaGaming Guild,41,2022/11/12
99,DinoX,DNXC,ethereum,0x3c1748d647e6a56b37b66fcd2b5626d0461d3aa0,Adventure,"android,ios,windows",$0.01 ,1.22%,"$32,432 ","$1,537,142 ",Good Games Guild,77,2022/11/12
99,DinoX,DNXC,ethereum,0x3c1748d647e6a56b37b66fcd2b5626d0461d3aa0,Adventure,"android,ios,windows",$0.01 ,1.22%,"$32,432 ","$1,537,142 ",Bayz,31,2022/11/12
100,9D NFT,COGI,bsc,0x6cb755c4b82e11e727c05f697c790fdbc4253957,"Fighting, MMORPG, Metaverse","android,pc",$0.02 ,-0.18%,"$6,614 ","$1,526,751 ",,,2022/11/12
101,Outer Ring,GQ,bsc,0xf700d4c708c2be1463e355f337603183d20e0808,"Sci-Fi, Space Game, MMORPG",windows,$0.00 ,5.04%,"$236,036 ","$1,510,428 ",,,2022/11/12
102,Wam,WAM,bsc,0xebbaeff6217d22e7744394061d874015709b8141,Other,"android,ios,browser",$0.01 ,-5.25%,"$86,186 ","$1,457,594 ",MetaGaming Guild,41,2022/11/12
103,Spheroid Universe,SPH,ethereum,0xa0cf46eb152656c7090e769916eb44a138aaa406,Metaverse,browser,$0.01 ,10.88%,"$24,490 ","$1,442,345 ",,,2022/11/12
104,Kitsumon,$KMC,polygon,0x44d09156c7b4acf0c64459fbcced7613f5519918,MOBA,"android,ios",$0 ,-8.72%,"$2,344 ","$1,426,441 ",MetaGaming Guild,41,2022/11/12
104,Kitsumon,$KMC,polygon,0x44d09156c7b4acf0c64459fbcced7613f5519918,MOBA,"android,ios",$0 ,-8.72%,"$2,344 ","$1,426,441 ",Good Games Guild,77,2022/11/12
105,Human: Memento,EPK,ethereum,0xdaf88906ac1de12ba2b1d2f7bfc94e9638ac40c4,Sci-Fi,"pc,mobile",$0.01 ,1.26%,"$113,460 ","$1,401,319 ",,,2022/11/12
106,Revomon,REVO,ethereum,0x155040625d7ae3e9cada9a73e3e44f76d3ed1409,"RPG, Metaverse",browser,$0.04 ,3.94%,"$344,961 ","$1,335,090 ",,,2022/11/12
107,Crabada,CRA,avalanche,0xa32608e873f9ddef944b24798db69d80bbb4d1ed,Idle Game,browser,$0.01 ,6.56%,"$14,479 ","$1,309,018 ",Salad Ventures,10,2022/11/12
108,Bullieverse,BULL,polygon,0x9f95e17b2668afe01f8fbd157068b0a4405cc08d,"Arcade, Metaverse",browser,$0.00 ,-1.87%,"$50,983 ","$1,288,813 ",Good Games Guild,77,2022/11/12
109,CryptoBlades,SKILL,bsc,0x154a9f9cbd3449ad22fdae23044319d6ef2a1fab,RPG,browser,$1.28 ,-1.80%,"$832,039 ","$1,279,766 ",,,2022/11/12
110,Seascape Crowns,CWS,ethereum,0xbcf39f0edda668c58371e519af37ca705f2bfcbd,Other,browser,$0.34 ,3.92%,"$168,451 ","$1,269,099 ",,,2022/11/12
111,Crypto Raiders,RAIDER,polygon,0xcd7361ac3307d1c5a46b63086a90742ff44c63b3,"RPG, Adventure",browser,$0.07 ,10.04%,"$73,497 ","$1,231,785 ",GuildFi,25,2022/11/12
111,Crypto Raiders,RAIDER,polygon,0xcd7361ac3307d1c5a46b63086a90742ff44c63b3,"RPG, Adventure",browser,$0.07 ,10.04%,"$73,497 ","$1,231,785 ",Merit Circle,34,2022/11/12
112,Trivians,TRIVIA,bsc,NoAddress,"Puzzle, Battle Royale","android,ios",$0.01 ,1.76%,"$27,935 ","$1,220,115 ",,,2022/11/12
113,Calo,CALO,bsc,0xb6b91269413b6b99242b1c0bc611031529999999,Move To Earn,"android,ios",$0.02 ,10.85%,"$155,147 ","$1,217,547 ",,,2022/11/12
114,VIDT Datalink,VIDT,ethereum,0x3f515f0a8e93f2e2f891ceeb3db4e62e202d7110,Other,browser,$0.03 ,-8.18%,"$14,464,255 ","$1,208,063 ",,,2022/11/12
115,Trade Race Manager,IOI,ethereum,0x959229d94c9060552daea25ac17193bca65d7884,Racing,"android,ios,windows",$0.10 ,14.74%,"$831,662 ","$1,181,682 ",,,2022/11/12
116,FEAR,FEAR,ethereum,0x9ba6a67a6f3b21705a46b380a1b97373a33da311,"Horror Game, Survival",browser,$0.09 ,3.60%,"$438,533 ","$1,160,526 ",,,2022/11/12
117,Monsta Infinite,MONI,bsc,0x9573c88ae3e37508f87649f87c4dd5373c9f31e0,"Card Game, Puzzle","android,ios,browser",$0.03 ,0.03%,"$85,325 ","$1,138,833 ",,,2022/11/12
118,Galaxy Fight Club,GCOIN,polygon,0x071ac29d569a47ebffb9e57517f855cb577dcc4c,"MOBA, Collectible, PVP","android,ios,windows",$0.04 ,6.20%,"$49,425 ","$1,136,940 ",Perion,9,2022/11/12
118,Galaxy Fight Club,GCOIN,polygon,0x071ac29d569a47ebffb9e57517f855cb577dcc4c,"MOBA, Collectible, PVP","android,ios,windows",$0.04 ,6.20%,"$49,425 ","$1,136,940 ",PathDAO,39,2022/11/12
118,Galaxy Fight Club,GCOIN,polygon,0x071ac29d569a47ebffb9e57517f855cb577dcc4c,"MOBA, Collectible, PVP","android,ios,windows",$0.04 ,6.20%,"$49,425 ","$1,136,940 ",YGG Sea,40,2022/11/12
119,Cometh,MUST,ethereum,0x9c78ee466d6cb57a4d01fd887d2b5dfb2d46288f,Space Game,browser,$10.82 ,6.90%,"$26,070 ","$1,127,282 ",Blackpool,17,2022/11/12
120,Gaia Everworld,GAIA,polygon,0x347e430b7cd1235e216be58ffa13394e5009e6e2,MMORPG,windows,$0.00 ,3.29%,"$16,561 ","$1,125,372 ",,,2022/11/12
121,Heroes & Empires,HE,bsc,0x20d39a5130f799b95b55a930e5b7ebc589ea9ed8,RPG,browser,$0.00 ,2.23%,"$29,766 ","$1,100,391 ",UniX Gaming,36,2022/11/12
121,Heroes & Empires,HE,bsc,0x20d39a5130f799b95b55a930e5b7ebc589ea9ed8,RPG,browser,$0.00 ,2.23%,"$29,766 ","$1,100,391 ",Bayz,31,2022/11/12
122,Gunstar Metaverse,GSTS,bsc,0x7edc0ec89f987ecd85617b891c44fe462a325869,"Turn-based Strategy, Metaverse","browser,ios",$0.02 ,8.91%,"$22,752 ","$1,090,352 ",MetaGaming Guild,41,2022/11/12
122,Gunstar Metaverse,GSTS,bsc,0x7edc0ec89f987ecd85617b891c44fe462a325869,"Turn-based Strategy, Metaverse","browser,ios",$0.02 ,8.91%,"$22,752 ","$1,090,352 ",Earn Guild,68,2022/11/12
123,Galaxy Blitz,MIT,bsc,0xe6906717f129427eebade5406de68cadd57aa0c0,"Strategy, Combat","android,ios,browser,pc",$0.21 ,0.96%,"$25,172 ","$1,059,359 ",Earn Guild,68,2022/11/12
124,OpenWorld,OPEN,bsc,0x27a339d9b59b21390d7209b78a839868e319301b,Metaverse,browser,$0.02 ,1.39%,"$8,771 ","$1,025,532 ",,,2022/11/12
125,Alchemy Arena,GAT,bsc,0xf315cfc8550f6fca969d397ca8b807c5033fa122,"Card Game, Auto Battler, Arcade",browser,$1.15 ,5.72%,"$46,319 ","$1,017,189 ",,,2022/11/12
126,Wanaka Farm,WANA,bsc,0x339c72829ab7dd45c3c52f965e7abe358dd8761e,"Breeding, Simulation",windows,$0.01 ,-5.63%,"$5,573 ","$976,860 ",Blockchain Space,36,2022/11/12
127,Duel Network,DUEL,bsc,0x297817ce1a8de777e7ddbed86c3b7f9dc9349f2c,Other,"android,ios,browser,pc",$0.04 ,3.44%,"$89,027 ","$974,332 ",,,2022/11/12
128,Dark Frontiers,DARK,bsc,0x12fc07081fab7de60987cad8e8dc407b606fb2f8,"RPG, Strategy, Space Game","browser,pc",$0.04 ,2.89%,"$61,669 ","$957,227 ",MetaGaming Guild,41,2022/11/12
128,Dark Frontiers,DARK,bsc,0x12fc07081fab7de60987cad8e8dc407b606fb2f8,"RPG, Strategy, Space Game","browser,pc",$0.04 ,2.89%,"$61,669 ","$957,227 ",Earn Guild,68,2022/11/12
129,Battle Pets,PET,bsc,0x4d4e595d643dc61ea7fcbf12e4b1aaa39f9975b8,"Fighting, Collectible",browser,$0.05 ,2.51%,"$35,342 ","$922,434 ",,,2022/11/12
130,Arcona,ARCONA,ethereum,0x8fc4532be3003fb5a3a2f9afc7e95b3bfbd5faab,"Metaverse, AR",browser,$0.06 ,13.29%,"$23,772 ","$921,566 ",,,2022/11/12
131,Pegaxy,PGX,polygon,0xc1c93d475dc82fe72dbc7074d55f5a734f8ceeae,Racing,browser,$0.01 ,0.71%,"$9,818 ","$904,123 ",Cosmic Guild,15,2022/11/12
131,Pegaxy,PGX,polygon,0xc1c93d475dc82fe72dbc7074d55f5a734f8ceeae,Racing,browser,$0.01 ,0.71%,"$9,818 ","$904,123 ",GuildFi,25,2022/11/12
131,Pegaxy,PGX,polygon,0xc1c93d475dc82fe72dbc7074d55f5a734f8ceeae,Racing,browser,$0.01 ,0.71%,"$9,818 ","$904,123 ",Good Games Guild,77,2022/11/12
131,Pegaxy,PGX,polygon,0xc1c93d475dc82fe72dbc7074d55f5a734f8ceeae,Racing,browser,$0.01 ,0.71%,"$9,818 ","$904,123 ",UniX Gaming,36,2022/11/12
131,Pegaxy,PGX,polygon,0xc1c93d475dc82fe72dbc7074d55f5a734f8ceeae,Racing,browser,$0.01 ,0.71%,"$9,818 ","$904,123 ",Play It Forward DAO,25,2022/11/12
131,Pegaxy,PGX,polygon,0xc1c93d475dc82fe72dbc7074d55f5a734f8ceeae,Racing,browser,$0.01 ,0.71%,"$9,818 ","$904,123 ",Bayz,31,2022/11/12
131,Pegaxy,PGX,polygon,0xc1c93d475dc82fe72dbc7074d55f5a734f8ceeae,Racing,browser,$0.01 ,0.71%,"$9,818 ","$904,123 ",Salad Ventures,10,2022/11/12
131,Pegaxy,PGX,polygon,0xc1c93d475dc82fe72dbc7074d55f5a734f8ceeae,Racing,browser,$0.01 ,0.71%,"$9,818 ","$904,123 ",IndiGG,28,2022/11/12
132,Wall Street Games,WSG,"bsc,polygon",NoAddress,Collectible,"windows,ios",$0 ,3.91%,"$234,101 ","$846,394 ",,,2022/11/12
133,Katana Inu,KATA,ethereum,0x6d6ba21e4c4b29ca7bfa1c344ba1e35b8dae7205,"Fighting, Battle Royale, Metaverse","browser,pc",$0.00 ,0.64%,"$381,674 ","$845,313 ",Earn Guild,68,2022/11/12
134,Nitro League,NITRO,ethereum,0x0335a7610d817aeca1bebbefbd392ecc2ed587b8,Racing,"android,ios",$0.02 ,11.90%,"$1,339,917 ","$841,215 ",GuildFi,25,2022/11/12
134,Nitro League,NITRO,ethereum,0x0335a7610d817aeca1bebbefbd392ecc2ed587b8,Racing,"android,ios",$0.02 ,11.90%,"$1,339,917 ","$841,215 ",Yield Guild Games,41,2022/11/12
134,Nitro League,NITRO,ethereum,0x0335a7610d817aeca1bebbefbd392ecc2ed587b8,Racing,"android,ios",$0.02 ,11.90%,"$1,339,917 ","$841,215 ",UniX Gaming,36,2022/11/12
134,Nitro League,NITRO,ethereum,0x0335a7610d817aeca1bebbefbd392ecc2ed587b8,Racing,"android,ios",$0.02 ,11.90%,"$1,339,917 ","$841,215 ",Blockchain Space,36,2022/11/12
134,Nitro League,NITRO,ethereum,0x0335a7610d817aeca1bebbefbd392ecc2ed587b8,Racing,"android,ios",$0.02 ,11.90%,"$1,339,917 ","$841,215 ",Play It Forward DAO,25,2022/11/12
134,Nitro League,NITRO,ethereum,0x0335a7610d817aeca1bebbefbd392ecc2ed587b8,Racing,"android,ios",$0.02 ,11.90%,"$1,339,917 ","$841,215 ",YGG Sea,40,2022/11/12
134,Nitro League,NITRO,ethereum,0x0335a7610d817aeca1bebbefbd392ecc2ed587b8,Racing,"android,ios",$0.02 ,11.90%,"$1,339,917 ","$841,215 ",MetaGaming Guild,41,2022/11/12
134,Nitro League,NITRO,ethereum,0x0335a7610d817aeca1bebbefbd392ecc2ed587b8,Racing,"android,ios",$0.02 ,11.90%,"$1,339,917 ","$841,215 ",Earn Guild,68,2022/11/12
135,Faraland,FARA,bsc,0xf4ed363144981d3a65f42e7d0dc54ff9eef559a1,RPG,browser,$0.03 ,-2.14%,"$32,817 ","$791,142 ",Earn Guild,68,2022/11/12
135,Faraland,FARA,bsc,0xf4ed363144981d3a65f42e7d0dc54ff9eef559a1,RPG,browser,$0.03 ,-2.14%,"$32,817 ","$791,142 ",Good Games Guild,77,2022/11/12
135,Faraland,FARA,bsc,0xf4ed363144981d3a65f42e7d0dc54ff9eef559a1,RPG,browser,$0.03 ,-2.14%,"$32,817 ","$791,142 ",Salad Ventures,10,2022/11/12
136,MoveZ,MOVEZ,bsc,0x039cd22cb49084142d55fcd4b6096a4f51ffb3b4,Move To Earn,"android,ios",$0.00 ,-12.52%,"$1,477,111 ","$785,285 ",,,2022/11/12
137,Mist,MIST,bsc,0x68e374f856bf25468d365e539b700b648bf94b67,"MMORPG, Metaverse",pc,$0.01 ,3.20%,"$126,350 ","$778,693 ",,,2022/11/12
138,MicroPets,PETS,bsc,0xa77346760341460b42c230ca6d21d4c8e743fa9c,"Arcade, Survival, Collectible","windows,browser,mac",$0 ,4.59%,"$2,344 ","$766,920 ",,,2022/11/12
139,Revolve Games,RPG,bsc,0x01e0d17a533e5930a349c2bb71304f04f20ab12b,"RPG, Action, DeFi",browser,$0.02 ,1.63%,"$5,331 ","$747,930 ",,,2022/11/12
140,Fief Guild,FIEF,avalanche,0xea068fba19ce95f12d252ad8cb2939225c4ea02d,Other,browser,$0.02 ,2.95%,"$1,601 ","$725,980 ",,,2022/11/12
141,CryptoZoon,ZOON,bsc,0x9d173e6c594f479b4d47001f8e6a95a7adda42bc,Fighting,browser,$0.00 ,6.84%,"$15,976 ","$699,441 ",,,2022/11/12
142,Polker,PKR,ethereum,0xc49dde62b4a0810074721faca54aab52369f486a,Card Game,"android,ios,windows",$0.00 ,-3.16%,"$235,089 ","$679,738 ",,,2022/11/12
143,RUN TOGETHER,RUN,bsc,0xe1a2b086530e18895fa1b23a6d905dafc055f13b,Move To Earn,"android,ios",$0.01 ,0.30%,$895 ,"$634,189 ",,,2022/11/12
144,Etermon,ETM,ethereum,0x6020da0f7c1857dbe4431ec92a15cc318d933eaa,"Turn-based Strategy, Idle Game, Auto Battler","android,ios,browser",$0.02 ,-,"$80,646 ","$630,334 ",,,2022/11/12
145,Pocket Arena,POC,ethereum,0x1b6609830c695f1c0692123bd2fd6d01f6794b98,Other,browser,$0.06 ,-0.49%,$97 ,"$629,623 ",,,2022/11/12
146,The Crypto Prophecies,TCP,ethereum,0x06576eb3b212d605b797dc15523d9dc9f4f66db4,"Collectible, DeFi, PVP",browser,$0.01 ,-4.38%,"$261,542 ","$616,357 ",,,2022/11/12
147,Chain Of Legends,CLEG,bsc,0x4027d91ecd3140e53ae743d657549adfeebb27ab,"Strategy, Mining, PVP",browser,$0.01 ,1.35%,"$25,545 ","$568,458 ",,,2022/11/12
148,Gamerse,LFG,bsc,0xf93f6b686f4a6557151455189a9173735d668154,Action,,$0.00 ,4.81%,"$49,427 ","$555,376 ",,,2022/11/12
149,WIRTUAL,WIRTUAL,bsc,0xa19d3f4219e2ed6dc1cb595db20f70b8b6866734,Move To Earn,"android,ios,mobile",$0.10 ,-3.59%,"$31,140 ","$554,515 ",,,2022/11/12
150,Cryptopolis,CPO,bsc,0xea395dfafed39924988b475f2ca7f4c72655203a,"Simulation, Collectible","browser,mobile",$0.01 ,4.06%,"$33,395 ","$548,298 ",,,2022/11/12
151,Nifty League,NFTL,ethereum,0x3c8d2fce49906e11e71cb16fa0ffeb2b16c29638,Other,browser,$0.00 ,-11.12%,"$5,830 ","$534,309 ",,,2022/11/12
152,Metastrike,MTS,bsc,0x496cc0b4ee12aa2ac4c42e93067484e7ff50294b,FPS,pc,$0.01 ,12.96%,"$63,339 ","$519,165 ",Earn Guild,68,2022/11/12
152,Metastrike,MTS,bsc,0x496cc0b4ee12aa2ac4c42e93067484e7ff50294b,FPS,pc,$0.01 ,12.96%,"$63,339 ","$519,165 ",Good Games Guild,77,2022/11/12
153,Kalao,KLO,avalanche,0xb27c8941a7df8958a1778c0259f76d1f8b711c35,"Metaverse, VR",browser,$0.01 ,8.43%,"$126,576 ","$512,479 ",,,2022/11/12
154,Night Life Crypto,NLIFE,polygon,NoAddress,"Arcade, Card Game",browser,$0.25 ,-4.61%,$15 ,"$507,980 ",,,2022/11/12
155,InpulseX,IPX,bsc,0x1a3ee33da561642ba6be4671a06267ee0f36cedd,"Card Game, Sci-Fi, Space Game",browser,$0 ,-36.55%,"$598,035 ","$500,504 ",,,2022/11/12
156,League Of Ancients,LOA,bsc,0x94b69263fca20119ae817b6f783fc0f13b02ad50,"MOBA, DeFi, PVP",mobile,$0.00 ,-0.85%,"$9,738 ","$500,203 ",Earn Guild,68,2022/11/12
156,League Of Ancients,LOA,bsc,0x94b69263fca20119ae817b6f783fc0f13b02ad50,"MOBA, DeFi, PVP",mobile,$0.00 ,-0.85%,"$9,738 ","$500,203 ",UniX Gaming,36,2022/11/12
157,MegaCryptoPolis,MEGA,ethereum,0x3218a02f8f8b5c3894ce30eb255f10bcba13e654,"City Building, Strategy, Metaverse",browser,$2.15 ,0.38%,"$8,820 ","$493,203 ",,,2022/11/12
158,Meta Doge,METADOGE,ethereum,0x8530b66ca3ddf50e0447eae8ad7ea7d5e62762ed,Metaverse,browser,$0 ,-7.81%,"$1,673 ","$480,948 ",,,2022/11/12
159,Snook,SNK,polygon,0x689f8e5913c158ffb5ac5aeb83b3c875f5d20309,,browser,$0.03 ,0.54%,"$71,688 ","$477,949 ",,,2022/11/12
160,Bomb Crypto,BCOIN,bsc,0x00e1656e45f18ec6747f5a8496fd39b50b38396d,Action,pc,$0.01 ,2.57%,"$438,593 ","$467,997 ",Bayz,31,2022/11/12
161,Fancy Birds,FNC,ethereum,0x7f280dac515121dcda3eac69eb4c13a52392cace,Racing,"browser,pc",$0.01 ,6.85%,"$145,456 ","$462,139 ",Yield Guild Games,41,2022/11/12
161,Fancy Birds,FNC,ethereum,0x7f280dac515121dcda3eac69eb4c13a52392cace,Racing,"browser,pc",$0.01 ,6.85%,"$145,456 ","$462,139 ",Merit Circle,34,2022/11/12
